347304412773063, 355764780444849, 129212878126807 @ -68, -185, 321
37389154055595, 160361353344491, 138481529395313 @ 352, 217, 243
105051094797235, 167808642980781, 421143745371663 @ 35, 97, -43
266397151838019, 285509087348007, 164902656014109 @ -116, -15, 203
191142946251839, 409372984524293, 49273008781724 @ 92, -197, 390
389732443267965, 269729126561701, 543217241115183 @ -237, 20, -321
386944481134645, 248252357846268, 296116548725291 @ -222, 174, -219
318571298212215, 302816732345867, 554730383967997 @ -167, -32, -188
287456331445079, 321711653324829, 465875963980447 @ -133, -51, -107
40124858228595, 94154759111755, 310025677440505 @ 223, 248, 10
311790156708217, 423859420225333, 545393356640003 @ -108, -220, -426
273661983381385, 537538902908233, 368904931719335 @ -87, -331, -63
251485863303813, 277113981014257, 148656885903459 @ 217, 89, 242
357175916531655, 306769572014390, 168237544022393 @ 28, 48, 139
340514826635985, 252032533204393, 253014668517351 @ -22, 233, -183
379457195004285, 292517554178511, 180922417037783 @ -116, 198, 9
338148633275169, 390314415470577, 300715523592113 @ -98, -233, -161
386257561515198, 257498862867595, 299782886826405 @ -229, 65, -49
704431553139, 86223074480338, 284468956797738 @ 180, 202, 74
246827868975050, 380302453724779, 195849853320274 @ 63, -175, 132
220189089384892, 154216521581843, 298509616208858 @ 99, 277, -66
28654246468626, 388688980467889, 89936392358415 @ 139, -121, 281
191414892453699, 131439077321119, 324496004272245 @ 25, 200, -10
264483267850494, 65356797582514, 257015721985392 @ -49, 332, 62
200653062246769, 265570094566369, 206172941753503 @ -18, 14, 154
363875120790320, 342570898943376, 156242589870513 @ -39, -206, 227
267274298305153, 422298492060089, 428344506850607 @ 122, -345, -569
193740410266305, 325212623849809, 339118048271319 @ 88, -58, -89
359945385581169, 320423653355417, 167865311784103 @ 166, -57, 99
230997185647368, 251302886635456, 366861915663990 @ 7, 56, -110
237355981741585, 356571901878161, 202801245225383 @ 42, -116, 129
123917803919790, 406160585764726, 333351795171603 @ 73, -150, 5
345973234302811, 358715275478401, 450957735200883 @ -169, -109, -241
336814133492229, 323736519181513, 293769715589511 @ -185, -53, 73
367983505172801, 327905036815335, 187817452420443 @ 126, -167, -211
346375161466445, 273517379224653, 218653834766863 @ 143, 330, -281
348280302398865, 234620817390521, 278752320749033 @ -98, 223, -174
388535281232379, 376843065689272, 342138599662251 @ -236, -120, -19
352232180599615, 345760318573343, 250486283198896 @ 8, -207, -348
160827860722877, 293165414723980, 342122539326621 @ -6, -22, 23
318451361737876, 321757179227680, 328557970381351 @ -129, -52, -47
379747133361139, 303489592274909, 198870146480073 @ -43, 189, -376
258233389027248, 310356796367483, 344401785387675 @ -41, -35, -67
64223745187018, 180161214414226, 98783442575050 @ 147, 116, 280
298888335608845, 174406362340987, 350235115232159 @ 68, 428, -419
330894138428355, 207513727832561, 516442627103833 @ -173, 75, -186
271490256527715, 243654303094701, 276021420181843 @ 43, 129, -65
236442279285117, 212140071797040, 268497047249030 @ -86, 58, 100
354956946727165, 353561847730257, 167853809961427 @ -67, -203, 168
219973756088625, 363114676639081, 332241606610023 @ -62, -94, 29
273522961506357, 438279868050493, 354168918390843 @ -61, -228, -86
418446532760987, 366255172350100, 451796736761384 @ -276, -112, -188
244644604959865, 251954965517569, 110673581324475 @ 8, 65, 290
238721053291776, 250412836072006, 319659256827540 @ 59, 86, -104
341536891521147, 295291875027097, 219092309140053 @ 29, 79, -106
385528652579973, 355853806544545, 300134278987443 @ -196, -261, -621
265537679004610, 361544074863258, 306630199662390 @ -37, -116, -28
230450908923185, 198830328333145, 308510956107367 @ 53, 170, -62
222105233438397, 212279751912823, 83554030319407 @ 40, 128, 333
269156268032741, 275755087774079, 281250324524245 @ -36, 24, 6
290123197143990, 443192015794936, 217586286148263 @ -17, -318, 81
160977500571273, 254225140133713, 346549211385915 @ -8, 17, 20
291587319699835, 262896373089416, 228899385760386 @ -72, 46, 92
223868284768695, 290255275708571, 313168851094893 @ -41, -14, 26
279074843040396, 333420124071676, 230235398318622 @ 51, -84, 26
364880062652223, 408594048184952, 474831748438049 @ -200, -180, -257
359099406294497, 314475246431065, 187675673610599 @ -9, -13, 13
132107640689793, 260218669879159, 315415288305396 @ 30, 13, 46
227446180543581, 453734951106241, 335074294197507 @ -81, -179, 38
79672316298801, 256843424900089, 397408634872167 @ 92, 18, -45
357845240503215, 431043325515291, 213589054201173 @ 13, -848, -184
187536720620715, 20063119187671, 301848840495003 @ 43, 366, 11
172024462825705, 401141296613771, 207680559507333 @ 98, -174, 134
257359784629729, 288097564464777, 288335092462207 @ -96, -15, 70
364262310882245, 228227456248755, 256664784725621 @ -112, 360, -228
364026063660549, 310347863067529, 276828877120251 @ -105, -5, -342
345259622481930, 468831634275761, 175323155334013 @ -131, -393, 171
329764453755428, 299085937466850, 229022936429022 @ 87, 58, -154
225986233992263, 241882397817627, 443058273811726 @ -40, 45, -134
240791297857929, 334352122682434, 204851397752124 @ 166, -88, 86
288664864076969, 322613429890116, 254446705547775 @ -58, -54, 41
211033236689622, 240190071508984, 348233378683947 @ -61, 30, 21
311917301162577, 142011026059865, 350745693634215 @ -23, 429, -307
282178814750577, 170370813427009, 92409653816814 @ 14, 295, 362
19784250892193, 220826803989645, 284614541045831 @ 162, 58, 73
356560487832090, 443372021577996, 252267177320058 @ -203, -180, 110
239024896356495, 261981488975661, 313190466342153 @ 196, 115, -229
364049396621471, 287932761248662, 332690088703775 @ -184, 14, -135
311531323354113, 269331925445023, 271016521466331 @ -10, 94, -109
210456507362673, 286903295550799, 288412445358919 @ 142, 20, -63
75865324823395, 54774203861861, 76358655697653 @ 393, 481, 374
167894693805038, 236292281417720, 291482637461093 @ 47, 58, 39
316952980213617, 339324665275769, 435826831044807 @ -74, -92, -400
129234984863148, 453336652128568, 208066199483274 @ 21, -182, 160
296078309257401, 370175171276713, 134360175565671 @ 171, -263, 313
191701406701771, 81126275936615, 545439660460937 @ -13, 222, -230
206296445119677, 295975515870712, 242542527435525 @ -14, -20, 107
236238992429865, 343269273272021, 473767313086283 @ -8, -84, -260
374780941738849, 317089041282211, 176987845414414 @ -34, -19, 6
138183664252920, 248512129675759, 368774277509217 @ 23, 25, -9
342647829251769, 347366130023961, 317888252664431 @ -95, -129, -252
182816766952686, 320539709636844, 367856165581316 @ 31, -50, -62
152937593516885, 152453642573281, 349535515890043 @ 77, 173, -44
296205421933934, 213958228473111, 242543179627080 @ -141, 61, 122
269450337514609, 339682303879705, 309869932321095 @ -18, -85, -64
208769654759415, 333715206129395, 342625313140711 @ -17, -66, -15
263045846877974, 394340466331054, 361481730876706 @ -69, -148, -60
264288584493900, 471981962751328, 553187675998014 @ -97, -220, -234
171778988117730, 27658059983605, 303663760366767 @ 113, 419, -23
276277062080889, 306102839580385, 256363173222375 @ 75, -12, -55
267074480767737, 230809812173953, 313445917233819 @ 164, 237, -288
142638556446255, 224039067507379, 431609769620386 @ 88, 77, -150
266438548801353, 148078855609051, 127126894365405 @ 50, 346, 282
220754323854990, 60632114815946, 208106598754958 @ 133, 514, 102
354855222149767, 321358078776970, 192944628819856 @ -24, -58, 16
215398187959345, 461252456963481, 24557648328903 @ 80, -305, 452
245037820761229, 308664273745329, 259588024183739 @ -55, -35, 82
226367570672991, 125810104045363, 226275570159993 @ -81, 138, 144
279442494369751, 474722543141527, 356264090855229 @ -81, -268, -70
391012734813048, 338672476736458, 283319593075485 @ -225, -186, -693
365055132051995, 258554267325151, 221716649243878 @ -156, 137, 18
174325344343110, 212302796610806, 452541762728653 @ 25, 82, -149
110943619311309, 302755550872861, 269441012202573 @ 90, -29, 79
328520222022675, 346096758682283, 182630907819986 @ 88, -183, 88
105864495081141, 284034778364657, 257124597793909 @ 112, -5, 88
266291731548129, 116654215331693, 301325661802487 @ 22, 373, -87
324731196155025, 322342017864715, 313268276883423 @ -162, -52, 29
63214887108337, 182652403732713, 99617402140031 @ 254, 157, 298
285378887701453, 288563381739379, 231173488922747 @ -24, 14, 63
157597034625975, 368970884078185, 365916934183869 @ -12, -97, 7
230363335032373, 262270205657691, 293352875778281 @ 84, 66, -60
205956465640216, 261508799594941, 152059913859832 @ -49, 11, 216
385053160441333, 306717271148685, 161060331574067 @ -144, 105, 183
377745930290079, 305079263511846, 142656754893290 @ -56, 126, 402
262176626314581, 274305998753703, 383393021654449 @ 136, 82, -438
258659806718631, 171833530597501, 290441135686185 @ -69, 141, 40
368425586278005, 270435452490751, 85336793986683 @ -8, 414, 899
353816430366125, 355330666550706, 178114372132533 @ 66, -326, 59
195528445832999, 138992769632540, 273851679030779 @ 164, 322, -27
140837400953129, 32812717879821, 196571066063315 @ 66, 301, 163
315631707264025, 326046426556135, 230305723433009 @ 18, -70, -30
301573706415504, 281362098081682, 300114302587140 @ -101, 10, -8
368574390463345, 314346974000001, 243664949803203 @ -178, -35, -10
274651885332475, 348318182944311, 279817400133788 @ -84, -87, 48
284707586167628, 315400619247617, 174690426259310 @ -43, -41, 180
375395331505401, 360768362672977, 195194554028943 @ -111, -348, -56
344056568676450, 321439745935891, 163202131863345 @ 53, -59, 183
233822422761555, 266335363853221, 342056183533383 @ -33, 21, -31
273929943876315, 127442013667921, 375999679272783 @ -88, 199, -71
241993638571633, 380077925324965, 325003447355065 @ 14, -151, -72
181577970505845, 284150862667804, 331169205507522 @ -22, -12, 30
171985514505825, 239916101833003, 430038766425057 @ 38, 52, -134
257882498959377, 462450649461769, 258302016540471 @ -54, -247, 71
45440908801665, 80927780476681, 11540427331383 @ 313, 332, 444
311084989406049, 373305314280985, 204914289359991 @ -33, -185, 92
312525149020507, 420069544247227, 210911853428757 @ -51, -286, 86
140059320977587, 62110454487569, 219396831295033 @ 281, 483, 84
353115066207855, 322980410562611, 142797298231333 @ -29, -66, 294
235691811945365, 301576186191271, 133301016523408 @ 122, -7, 268
361421932241460, 272295241305946, 240683503871145 @ -57, 226, -265
364424062846619, 360814999586963, 384276209187653 @ -156, -171, -461
311539349135781, 307072421836939, 239030226358736 @ 106, 5, -132
190284752474085, 67748786182353, 223944612872033 @ 148, 435, 84
372038788497795, 270151747665049, 177140132659440 @ 88, 719, -74
373781023869305, 283550192523035, 238145593529901 @ -202, 25, 47
302766342431089, 328261507866625, 248741269158217 @ 14, -73, -45
206041501692555, 267735999350546, 548700342338488 @ -8, 16, -278
274745422773680, 270072903506151, 269031065973358 @ 11, 57, -26
101034633140321, 207573776983277, 170179280962459 @ 42, 60, 198
329355815397881, 299920976981073, 195875843633495 @ 45, 40, 43
140334681522615, 355174555711771, 354885558337533 @ 51, -90, -18
293995083119793, 151402731228649, 138156169666143 @ 46, 439, 269
252889907510351, 269361110493571, 306718538183903 @ -33, 26, -11
77131076797977, 24800072312449, 427251568780335 @ 115, 284, -94
207756284855439, 231930020425798, 335030089094928 @ 132, 128, -146
265300834930735, 321116469812375, 246475270032293 @ -52, -51, 79
223625442076938, 83190779155588, 327934580689857 @ 17, 312, -49
356989930190385, 268768912751641, 212782665587943 @ -68, 195, -49
298685649253125, 304134448379041, 281757852373473 @ -24, -13, -74
